Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,USDA1021,WSM1022
group_1678,,hypothetical protein,1,1,1.0,1,4185,,,,600,600,600.0,,WSM1022_00456
group_1676,,hypothetical protein,1,1,1.0,1,4183,,,,600,600,600.0,USDA1021_05558,
group_1675,,hypothetical protein,1,1,1.0,1,4180,,,,600,600,600.0,USDA1021_04245,
pgrR_8,pgrR_8,HTH-type transcriptional regulator PgrR,1,1,1.0,1,4179,,,,600,600,600.0,USDA1021_03916,
cobC,cobC,Adenosylcobalamin/alpha-ribazole phosphatase,1,1,1.0,1,4178,,,,600,600,600.0,USDA1021_03839,
group_1671,,hypothetical protein,1,1,1.0,1,4172,,,,600,600,600.0,USDA1021_00279,
bsdB,bsdB,putative UbiX-like flavin prenyltransferase,1,1,1.0,1,4170,,,,603,603,603.0,,WSM1022_04332
group_1669,,hypothetical protein,1,1,1.0,1,4169,,,,603,603,603.0,,WSM1022_04030
gpmA_3,gpmA_3,23-bisphosphoglycerate-dependent phosphoglycerate mutase,1,1,1.0,1,4166,,,,603,603,603.0,USDA1021_04769,
group_1668,,hypothetical protein,1,1,1.0,1,4165,,,,603,603,603.0,USDA1021_04745,
ung_2,ung_2,Uracil-DNA glycosylase,1,1,1.0,1,4159,,,,606,606,606.0,,WSM1022_04700
group_1665,,hypothetical protein,1,1,1.0,1,4158,,,,606,606,606.0,,WSM1022_03885
yscL,yscL,Yop proteins translocation protein L,1,1,1.0,1,4157,,,,606,606,606.0,,WSM1022_03774
group_1663,,hypothetical protein,1,1,1.0,1,4155,,,,606,606,606.0,,WSM1022_00457
group_1661,,hypothetical protein,1,1,1.0,1,4152,,,,606,606,606.0,USDA1021_03443,
group_1658,,hypothetical protein,1,1,1.0,1,4146,,,,606,606,606.0,USDA1021_01382,
group_1657,,hypothetical protein,1,1,1.0,1,4142,,,,609,609,609.0,,WSM1022_06356
group_1656,,hypothetical protein,1,1,1.0,1,4141,,,,609,609,609.0,USDA1021_04131,
group_1655,,NAD(P)H dehydrogenase (quinone),1,1,1.0,1,4140,,,,609,609,609.0,USDA1021_03755,
group_1654,,hypothetical protein,1,1,1.0,1,4139,,,,609,609,609.0,USDA1021_03425,
group_1649,,hypothetical protein,1,1,1.0,1,4131,,,,612,612,612.0,,WSM1022_04138
slmA,slmA,Nucleoid occlusion factor SlmA,1,1,1.0,1,4130,,,,612,612,612.0,,WSM1022_04090
group_1648,,hypothetical protein,1,1,1.0,1,4129,,,,612,612,612.0,USDA1021_06726,
group_1647,,hypothetical protein,1,1,1.0,1,4120,,,,612,612,612.0,USDA1021_01408,
group_1646,,hypothetical protein,1,1,1.0,1,4119,,,,615,615,615.0,,WSM1022_06376
dinB_3,dinB_3,DNA polymerase IV,1,1,1.0,1,4118,,,,615,615,615.0,,WSM1022_04461
group_1645,,hypothetical protein,1,1,1.0,1,4117,,,,615,615,615.0,,WSM1022_03516
group_1644,,hypothetical protein,1,1,1.0,1,4116,,,,615,615,615.0,,WSM1022_01539
group_1637,,hypothetical protein,1,1,1.0,1,4100,,,,618,618,618.0,,WSM1022_06216
group_1636,,hypothetical protein,1,1,1.0,1,4099,,,,618,618,618.0,,WSM1022_04770
group_1635,,hypothetical protein,1,1,1.0,1,4098,,,,618,618,618.0,USDA1021_06094,
tmoS,tmoS,Sensor histidine kinase TmoS,1,1,1.0,1,4094,,,,618,618,618.0,USDA1021_04755,
group_1632,,hypothetical protein,1,1,1.0,1,4093,,,,618,618,618.0,USDA1021_03913,
ywrO,ywrO,General stress protein 14,1,1,1.0,1,4092,,,,618,618,618.0,USDA1021_03757,
group_1631,,hypothetical protein,1,1,1.0,1,4091,,,,618,618,618.0,USDA1021_03337,
pcaG_1,pcaG_1,Protocatechuate 34-dioxygenase alpha chain,1,1,1.0,1,4083,,,,621,621,621.0,,WSM1022_04794
group_1629,paoA_2,Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA,1,1,1.0,1,4082,,,,621,621,621.0,,WSM1022_04001
sctC_4,sctC_4,Type 3 secretion system secretin,1,1,1.0,1,4081,,,,621,621,621.0,,WSM1022_03769
lasI,lasI,Acyl-homoserine-lactone synthase,1,1,1.0,1,4075,,,,621,621,621.0,USDA1021_04547,
group_1625,,hypothetical protein,1,1,1.0,1,4074,,,,621,621,621.0,USDA1021_04119,
group_1621,,hypothetical protein,1,1,1.0,1,4064,,,,624,624,624.0,,WSM1022_05814
group_1620,,hypothetical protein,1,1,1.0,1,4063,,,,624,624,624.0,,WSM1022_03815
group_1618,,hypothetical protein,1,1,1.0,1,4061,,,,624,624,624.0,USDA1021_06707,
group_1617,,hypothetical protein,1,1,1.0,1,4059,,,,624,624,624.0,USDA1021_06076,
group_1615,,hypothetical protein,1,1,1.0,1,4053,,,,624,624,624.0,USDA1021_01444,
group_1614,,hypothetical protein,1,1,1.0,1,4052,,,,627,627,627.0,,WSM1022_01501
group_1612,,hypothetical protein,1,1,1.0,1,4050,,,,627,627,627.0,USDA1021_05735,
group_1611,,hypothetical protein,1,1,1.0,1,4049,,,,627,627,627.0,USDA1021_03907,
group_1607,,hypothetical protein,1,1,1.0,1,4043,,,,627,627,627.0,USDA1021_01404,
xecE,xecE,2-(S)-hydroxypropyl-CoM dehydrogenase,1,1,1.0,1,4040,,,,630,630,630.0,USDA1021_04823,
group_1605,,hypothetical protein,1,1,1.0,1,4039,,,,630,630,630.0,USDA1021_04609,
scoB,scoB,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B,1,1,1.0,1,4038,,,,630,630,630.0,USDA1021_03619,
tmoT_2,tmoT_2,Response regulator protein TmoT,1,1,1.0,1,4031,,,,633,633,633.0,,WSM1022_04809
group_1599,,hypothetical protein,1,1,1.0,1,4030,,,,633,633,633.0,,WSM1022_03959
group_1598,,hypothetical protein,1,1,1.0,1,4029,,,,633,633,633.0,,WSM1022_00067
group_1595,,hypothetical protein,1,1,1.0,1,4024,,,,633,633,633.0,USDA1021_03955,
group_1594,,hypothetical protein,1,1,1.0,1,4023,,,,633,633,633.0,USDA1021_03824,
group_1593,,hypothetical protein,1,1,1.0,1,4018,,,,636,636,636.0,USDA1021_05903,
tmoT_3,tmoT_3,Response regulator protein TmoT,1,1,1.0,1,4015,,,,636,636,636.0,USDA1021_04756,
gph_3,gph_3,Phosphoglycolate phosphatase,1,1,1.0,1,4011,,,,636,636,636.0,USDA1021_03335,
group_1586,,hypothetical protein,1,1,1.0,1,4001,,,,639,639,639.0,,WSM1022_04586
group_1585,,hypothetical protein,1,1,1.0,1,4000,,,,639,639,639.0,,WSM1022_01497
group_1584,,hypothetical protein,1,1,1.0,1,3999,,,,639,639,639.0,,WSM1022_00713
group_1582,,hypothetical protein,1,1,1.0,1,3996,,,,639,639,639.0,USDA1021_04264,
rutR_3,rutR_3,HTH-type transcriptional regulator RutR,1,1,1.0,1,3986,,,,642,642,642.0,,WSM1022_04702
group_1574,,hypothetical protein,1,1,1.0,1,3976,,,,642,642,642.0,USDA1021_02579,
group_1573,,hypothetical protein,1,1,1.0,1,3975,,,,642,642,642.0,USDA1021_02568,
group_1566,gdh_4,Galactitol 2-dehydrogenase,1,1,1.0,1,3964,,,,645,645,645.0,,WSM1022_03125
group_1564,,hypothetical protein,1,1,1.0,1,3961,,,,645,645,645.0,USDA1021_04733,
xerC_7,xerC_7,Tyrosine recombinase XerC,1,1,1.0,1,3960,,,,645,645,645.0,USDA1021_03599,
spaP,spaP,Surface presentation of antigens protein SpaP,1,1,1.0,1,3941,,,,651,651,651.0,,WSM1022_03778
group_1554,,hypothetical protein,1,1,1.0,1,3940,,,,651,651,651.0,,WSM1022_01991
group_1553,,hypothetical protein,1,1,1.0,1,3939,,,,651,651,651.0,,WSM1022_01883
group_1552,,hypothetical protein,1,1,1.0,1,3938,,,,651,651,651.0,,WSM1022_00127
group_1551,,hypothetical protein,1,1,1.0,1,3937,,,,651,651,651.0,USDA1021_06115,
group_1550,,hypothetical protein,1,1,1.0,1,3936,,,,651,651,651.0,USDA1021_05887,
group_1547,,hypothetical protein,1,1,1.0,1,3931,,,,651,651,651.0,USDA1021_04053,
ycaC_2,ycaC_2,putative hydrolase YcaC,1,1,1.0,1,3930,,,,651,651,651.0,USDA1021_04037,
yecS_5,yecS_5,L-cystine transport system permease protein YecS,1,1,1.0,1,3929,,,,651,651,651.0,USDA1021_03888,
group_1546,,hypothetical protein,1,1,1.0,1,3928,,,,651,651,651.0,USDA1021_03509,
group_1544,,hypothetical protein,1,1,1.0,1,3925,,,,651,651,651.0,USDA1021_02596,
group_1542,,IS256 family transposase ISRm5,1,1,1.0,1,3919,,,,654,654,654.0,,WSM1022_04558
group_1541,,hypothetical protein,1,1,1.0,1,3918,,,,654,654,654.0,,WSM1022_03905
group_1540,,hypothetical protein,1,1,1.0,1,3917,,,,654,654,654.0,,WSM1022_01508
yecS_1,yecS_1,L-cystine transport system permease protein YecS,1,1,1.0,1,3915,,,,654,654,654.0,USDA1021_03616,
group_1539,,hypothetical protein,1,1,1.0,1,3914,,,,654,654,654.0,USDA1021_03563,
group_1535,,hypothetical protein,1,1,1.0,1,3904,,,,657,657,657.0,USDA1021_04058,
yecS_3,yecS_3,L-cystine transport system permease protein YecS,1,1,1.0,1,3903,,,,657,657,657.0,USDA1021_03826,
group_1534,,hypothetical protein,1,1,1.0,1,3902,,,,657,657,657.0,USDA1021_03763,
group_1532,,hypothetical protein,1,1,1.0,1,3896,,,,660,660,660.0,,WSM1022_06289
kpsT,kpsT,Polysialic acid transport ATP-binding protein KpsT,1,1,1.0,1,3895,,,,660,660,660.0,,WSM1022_06283
group_1531,ompR_2,Transcriptional regulatory protein OmpR,1,1,1.0,1,3894,,,,660,660,660.0,,WSM1022_03871
nicS_2,nicS_2,HTH-type transcriptional repressor NicS,1,1,1.0,1,3888,,,,660,660,660.0,USDA1021_04399,
group_1526,,hypothetical protein,1,1,1.0,1,3881,,,,663,663,663.0,,WSM1022_04828
group_1525,,hypothetical protein,1,1,1.0,1,3880,,,,663,663,663.0,,WSM1022_01885
group_1524,,hypothetical protein,1,1,1.0,1,3875,,,,663,663,663.0,USDA1021_03927,
group_1520,,hypothetical protein,1,1,1.0,1,3868,,,,666,666,666.0,,WSM1022_01888
napC_2,napC_2,Cytochrome c-type protein NapC,1,1,1.0,1,3864,,,,666,666,666.0,USDA1021_04728,
group_1513,,hypothetical protein,1,1,1.0,1,3856,,,,669,669,669.0,,WSM1022_03759
group_1509,,IS5 family transposase ISNisp7,1,1,1.0,1,3851,,,,669,669,669.0,USDA1021_04184,
yecS_6,yecS_6,L-cystine transport system permease protein YecS,1,1,1.0,1,3849,,,,669,669,669.0,USDA1021_03975,
gltK,gltK,Glutamate/aspartate import permease protein GltK,1,1,1.0,1,3848,,,,669,669,669.0,USDA1021_03974,
yecS_4,yecS_4,L-cystine transport system permease protein YecS,1,1,1.0,1,3847,,,,669,669,669.0,USDA1021_03887,
dauR_2,dauR_2,Transcriptional regulator DauR,1,1,1.0,1,3846,,,,669,669,669.0,USDA1021_03822,
group_1508,,hypothetical protein,1,1,1.0,1,3845,,,,669,669,669.0,USDA1021_03528,
IMPDH_2,IMPDH_2,Inosine-5'-monophosphate dehydrogenase,1,1,1.0,1,3835,,,,672,672,672.0,USDA1021_04772,
group_1502,,hypothetical protein,1,1,1.0,1,3831,,,,672,672,672.0,USDA1021_03732,
group_1501,,hypothetical protein,1,1,1.0,1,3828,,,,675,675,675.0,,WSM1022_02682
group_1499,,hypothetical protein,1,1,1.0,1,3821,,,,675,675,675.0,USDA1021_04307,
group_1498,,hypothetical protein,1,1,1.0,1,3820,,,,675,675,675.0,USDA1021_03610,
group_1495,ligK,4-carboxy-4-hydroxy-2-oxoadipate aldolase,1,1,1.0,1,3816,,,,675,675,675.0,USDA1021_00610,
group_1494,,hypothetical protein,1,1,1.0,1,3815,,,,675,675,675.0,USDA1021_00304,
COQ3_3,COQ3_3,Ubiquinone biosynthesis O-methyltransferase mitochondrial,1,1,1.0,1,3813,,,,678,678,678.0,,WSM1022_06291
group_1493,,hypothetical protein,1,1,1.0,1,3812,,,,678,678,678.0,,WSM1022_04325
group_1492,,IS66 family transposase ISRle3,1,1,1.0,1,3811,,,,678,678,678.0,USDA1021_06711,
yxeN_2,yxeN_2,putative amino-acid permease protein YxeN,1,1,1.0,1,3807,,,,678,678,678.0,USDA1021_03617,
group_1488,,hypothetical protein,1,1,1.0,1,3802,,,,681,681,681.0,,WSM1022_03773
group_1487,,hypothetical protein,1,1,1.0,1,3799,,,,681,681,681.0,USDA1021_02615,
group_1486,,hypothetical protein,1,1,1.0,1,3798,,,,681,681,681.0,USDA1021_02565,
group_1485,,hypothetical protein,1,1,1.0,1,3795,,,,681,681,681.0,USDA1021_01660,
group_1484,,hypothetical protein,1,1,1.0,1,3794,,,,681,681,681.0,USDA1021_01651,
pcaJ,pcaJ,3-oxoadipate CoA-transferase subunit B,1,1,1.0,1,3792,,,,684,684,684.0,,WSM1022_04787
virB5_1,virB5_1,Protein virB5,1,1,1.0,1,3791,,,,684,684,684.0,,WSM1022_03865
group_1483,,hypothetical protein,1,1,1.0,1,3790,,,,684,684,684.0,USDA1021_06718,
group_1481,,Tropinesterase,1,1,1.0,1,3787,,,,684,684,684.0,USDA1021_03925,
group_1480,occM,Octopine transport system permease protein OccM,1,1,1.0,1,3786,,,,684,684,684.0,USDA1021_03819,
group_1478,,hypothetical protein,1,1,1.0,1,3778,,,,687,687,687.0,,WSM1022_04333
yecS_2,yecS_2,L-cystine transport system permease protein YecS,1,1,1.0,1,3770,,,,687,687,687.0,USDA1021_03825,
group_1474,,hypothetical protein,1,1,1.0,1,3764,,,,690,690,690.0,,WSM1022_01988
group_1472,,hypothetical protein,1,1,1.0,1,3761,,,,690,690,690.0,USDA1021_05033,
ycaC_1,ycaC_1,putative hydrolase YcaC,1,1,1.0,1,3760,,,,690,690,690.0,USDA1021_03780,
group_1471,,hypothetical protein,1,1,1.0,1,3759,,,,690,690,690.0,USDA1021_03767,
group_1470,,hypothetical protein,1,1,1.0,1,3758,,,,690,690,690.0,USDA1021_03713,
mcbR_5,mcbR_5,HTH-type transcriptional regulator McbR,1,1,1.0,1,3754,,,,693,693,693.0,,WSM1022_04423
group_1467,,hypothetical protein,1,1,1.0,1,3753,,,,693,693,693.0,,WSM1022_03791
group_1466,,hypothetical protein,1,1,1.0,1,3752,,,,693,693,693.0,,WSM1022_01507
group_1465,,hypothetical protein,1,1,1.0,1,3751,,,,693,693,693.0,,WSM1022_01502
group_1464,,hypothetical protein,1,1,1.0,1,3747,,,,693,693,693.0,USDA1021_03480,
group_1463,,putative flavin reductase,1,1,1.0,1,3746,,,,693,693,693.0,USDA1021_03460,
occM,occM,Octopine transport system permease protein OccM,1,1,1.0,1,3740,,,,696,696,696.0,,WSM1022_04566
group_1459,glxR_2,CRP-like cAMP-activated global transcriptional regulator,1,1,1.0,1,3739,,,,696,696,696.0,,WSM1022_04354
COQ3_2,COQ3_2,Ubiquinone biosynthesis O-methyltransferase mitochondrial,1,1,1.0,1,3738,,,,696,696,696.0,,WSM1022_04116
group_1458,,hypothetical protein,1,1,1.0,1,3737,,,,696,696,696.0,USDA1021_06096,
group_1456,,hypothetical protein,1,1,1.0,1,3732,,,,696,696,696.0,USDA1021_03569,
group_1455,virB8_1,Type IV secretion system protein virB8,1,1,1.0,1,3731,,,,696,696,696.0,USDA1021_03434,
group_1454,,hypothetical protein,1,1,1.0,1,3730,,,,696,696,696.0,USDA1021_01647,
fabG_8,fabG_8,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1,1,1.0,1,3724,,,,699,699,699.0,USDA1021_03978,
hisQ_3,hisQ_3,Histidine transport system permease protein HisQ,1,1,1.0,1,3723,,,,699,699,699.0,USDA1021_03820,
scoA,scoA,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,1,1,1.0,1,3722,,,,699,699,699.0,USDA1021_03618,
group_1452,,hypothetical protein,1,1,1.0,1,3721,,,,699,699,699.0,USDA1021_03423,
group_1446,,hypothetical protein,1,1,1.0,1,3711,,,,702,702,702.0,,WSM1022_04042
group_1445,,hypothetical protein,1,1,1.0,1,3706,,,,702,702,702.0,USDA1021_04251,
group_1444,,hypothetical protein,1,1,1.0,1,3705,,,,702,702,702.0,USDA1021_03431,
group_1442,,hypothetical protein,1,1,1.0,1,3698,,,,702,702,702.0,USDA1021_01375,
group_1439,,Tropinesterase,1,1,1.0,1,3694,,,,705,705,705.0,,WSM1022_04682
group_1437,,hypothetical protein,1,1,1.0,1,3690,,,,705,705,705.0,USDA1021_04738,
traR,traR,Transcriptional activator protein TraR,1,1,1.0,1,3689,,,,705,705,705.0,USDA1021_04543,
pcaI,pcaI,3-oxoadipate CoA-transferase subunit A,1,1,1.0,1,3678,,,,708,708,708.0,,WSM1022_04788
group_1433,,hypothetical protein,1,1,1.0,1,3677,,,,708,708,708.0,,WSM1022_03861
group_1426,,hypothetical protein,1,1,1.0,1,3667,,,,711,711,711.0,,WSM1022_04763
yurK_1,yurK_1,putative HTH-type transcriptional regulator YurK,1,1,1.0,1,3666,,,,711,711,711.0,,WSM1022_04733
group_1425,,hypothetical protein,1,1,1.0,1,3663,,,,711,711,711.0,USDA1021_06103,
group_1424,,IS1595 family transposase ISRm32,1,1,1.0,1,3658,,,,711,711,711.0,USDA1021_04857,
occQ,occQ,Octopine transport system permease protein OccQ,1,1,1.0,1,3654,,,,714,714,714.0,,WSM1022_04565
virB8_1,virB8_1,Protein virB8,1,1,1.0,1,3653,,,,714,714,714.0,,WSM1022_03867
radA_1,radA_1,DNA repair protein RadA,1,1,1.0,1,3652,,,,714,714,714.0,,WSM1022_00223
group_1419,,Formylglycine-generating enzyme,1,1,1.0,1,3649,,,,714,714,714.0,USDA1021_04821,
group_1418,,hypothetical protein,1,1,1.0,1,3648,,,,714,714,714.0,USDA1021_03447,
group_1415,,hypothetical protein,1,1,1.0,1,3642,,,,717,717,717.0,USDA1021_04749,
group_1409,,hypothetical protein,1,1,1.0,1,3630,,,,720,720,720.0,USDA1021_04286,
group_1408,,hypothetical protein,1,1,1.0,1,3629,,,,720,720,720.0,USDA1021_04130,
group_1407,,hypothetical protein,1,1,1.0,1,3628,,,,720,720,720.0,USDA1021_03971,
group_1405,,IS3 family transposase ISRm1,1,1,1.0,1,3622,,,,720,720,720.0,USDA1021_01666,
phoB_3,phoB_3,Phosphate regulon transcriptional regulatory protein PhoB,1,1,1.0,1,3618,,,,723,723,723.0,,WSM1022_04419
group_1403,,hypothetical protein,1,1,1.0,1,3613,,,,723,723,723.0,USDA1021_02555,
group_1402,,hypothetical protein,1,1,1.0,1,3609,,,,723,723,723.0,USDA1021_01669,
group_1401,glpR_4,Glycerol-3-phosphate regulon repressor,1,1,1.0,1,3607,,,,726,726,726.0,,WSM1022_04597
ydfG,ydfG,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,1,1,1.0,1,3606,,,,726,726,726.0,,WSM1022_02785
group_1399,,putative oxidoreductase,1,1,1.0,1,3602,,,,726,726,726.0,USDA1021_04033,
group_1398,,hypothetical protein,1,1,1.0,1,3601,,,,726,726,726.0,USDA1021_03984,
group_1397,,hypothetical protein,1,1,1.0,1,3600,,,,726,726,726.0,USDA1021_03457,
group_1391,,hypothetical protein,1,1,1.0,1,3585,,,,729,729,729.0,USDA1021_04140,
cypM,cypM,Cypemycin N-terminal methyltransferase,1,1,1.0,1,3584,,,,729,729,729.0,USDA1021_03727,
group_1390,,hypothetical protein,1,1,1.0,1,3583,,,,729,729,729.0,USDA1021_03506,
group_1388,,hypothetical protein,1,1,1.0,1,3579,,,,732,732,732.0,,WSM1022_06194
calB,calB,Coniferyl aldehyde dehydrogenase,1,1,1.0,1,3578,,,,732,732,732.0,,WSM1022_04089
group_1385,,hypothetical protein,1,1,1.0,1,3575,,,,732,732,732.0,USDA1021_05902,
group_1384,,hypothetical protein,1,1,1.0,1,3573,,,,732,732,732.0,USDA1021_04549,
glnQ_4,glnQ_4,Glutamine transport ATP-binding protein GlnQ,1,1,1.0,1,3571,,,,732,732,732.0,USDA1021_03828,
group_1380,,hypothetical protein,1,1,1.0,1,3566,,,,732,732,732.0,USDA1021_00950,
group_1379,,hypothetical protein,1,1,1.0,1,3565,,,,732,732,732.0,USDA1021_00276,
group_1376,,hypothetical protein,1,1,1.0,1,3558,,,,735,735,735.0,USDA1021_03716,
group_1374,,hypothetical protein,1,1,1.0,1,3554,,,,735,735,735.0,USDA1021_01383,
galB,galB,4-oxalmesaconate hydratase,1,1,1.0,1,3552,,,,735,735,735.0,USDA1021_00611,
pcaR_1,pcaR_1,Pca regulon regulatory protein,1,1,1.0,1,3551,,,,738,738,738.0,,WSM1022_04789
group_1372,,hypothetical protein,1,1,1.0,1,3550,,,,738,738,738.0,,WSM1022_04070
group_1371,,hypothetical protein,1,1,1.0,1,3549,,,,738,738,738.0,,WSM1022_01538
group_1370,,hypothetical protein,1,1,1.0,1,3548,,,,738,738,738.0,USDA1021_06786,
group_1369,,hypothetical protein,1,1,1.0,1,3540,,,,738,738,738.0,USDA1021_03902,
group_1367,,hypothetical protein,1,1,1.0,1,3536,,,,738,738,738.0,USDA1021_01387,
pcaH_1,pcaH_1,Protocatechuate 34-dioxygenase beta chain,1,1,1.0,1,3532,,,,741,741,741.0,,WSM1022_04793
ligK,ligK,4-carboxy-4-hydroxy-2-oxoadipate aldolase,1,1,1.0,1,3522,,,,744,744,744.0,,WSM1022_04771
group_1354,,hypothetical protein,1,1,1.0,1,3511,,,,747,747,747.0,,WSM1022_06215
group_1353,,hypothetical protein,1,1,1.0,1,3510,,,,747,747,747.0,,WSM1022_04569
group_1352,,hypothetical protein,1,1,1.0,1,3509,,,,747,747,747.0,,WSM1022_03797
group_1350,,putative oxidoreductase,1,1,1.0,1,3506,,,,747,747,747.0,USDA1021_03985,
lutR_3,lutR_3,HTH-type transcriptional regulator LutR,1,1,1.0,1,3505,,,,747,747,747.0,USDA1021_03884,
group_1348,,hypothetical protein,1,1,1.0,1,3501,,,,747,747,747.0,USDA1021_02578,
group_1346,,hypothetical protein,1,1,1.0,1,3498,,,,747,747,747.0,USDA1021_01635,
phoB_2,phoB_2,Phosphate regulon transcriptional regulatory protein PhoB,1,1,1.0,1,3495,,,,750,750,750.0,,WSM1022_04416
group_1343,,hypothetical protein,1,1,1.0,1,3494,,,,750,750,750.0,,WSM1022_01987
group_1342,,hypothetical protein,1,1,1.0,1,3493,,,,750,750,750.0,,WSM1022_01967
cah_2,cah_2,Carbonic anhydrase,1,1,1.0,1,3486,,,,750,750,750.0,USDA1021_05006,
glnQ_3,glnQ_3,Glutamine transport ATP-binding protein GlnQ,1,1,1.0,1,3485,,,,750,750,750.0,USDA1021_03818,
group_1339,,putative oxidoreductase,1,1,1.0,1,3484,,,,750,750,750.0,USDA1021_03745,
group_1337,,hypothetical protein,1,1,1.0,1,3481,,,,753,753,753.0,,WSM1022_04802
group_1336,,hypothetical protein,1,1,1.0,1,3480,,,,753,753,753.0,,WSM1022_04095
yjjV,yjjV,putative metal-dependent hydrolase YjjV,1,1,1.0,1,3478,,,,753,753,753.0,USDA1021_06090,
bacC_2,bacC_2,Dihydroanticapsin 7-dehydrogenase,1,1,1.0,1,3471,,,,753,753,753.0,USDA1021_03982,
fabG_9,fabG_9,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1,1,1.0,1,3470,,,,753,753,753.0,USDA1021_03981,
group_1331,,IS6 family transposase ISRle7,1,1,1.0,1,3469,,,,753,753,753.0,USDA1021_03513,
group_1329,,hypothetical protein,1,1,1.0,1,3464,,,,753,753,753.0,USDA1021_01425,
group_1327,fabG_6,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1,1,1.0,1,3460,,,,756,756,756.0,,WSM1022_03123
glnQ_5,glnQ_5,Glutamine transport ATP-binding protein GlnQ,1,1,1.0,1,3455,,,,756,756,756.0,USDA1021_03886,
gno_1,gno_1,Gluconate 5-dehydrogenase,1,1,1.0,1,3454,,,,756,756,756.0,USDA1021_03831,
fliY_1,fliY_1,L-cystine-binding protein FliY,1,1,1.0,1,3450,,,,756,756,756.0,USDA1021_00809,
group_1324,,hypothetical protein,1,1,1.0,1,3447,,,,759,759,759.0,,WSM1022_01506
group_1319,fabG_15,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1,1,1.0,1,3437,,,,762,762,762.0,,WSM1022_04784
group_1318,,hypothetical protein,1,1,1.0,1,3436,,,,762,762,762.0,,WSM1022_04705
group_1317,,hypothetical protein,1,1,1.0,1,3435,,,,762,762,762.0,,WSM1022_01858
group_1316,,hypothetical protein,1,1,1.0,1,3434,,,,762,762,762.0,,WSM1022_01534
group_1315,,hypothetical protein,1,1,1.0,1,3433,,,,762,762,762.0,USDA1021_06699,
leuC_2,leuC_2,3-isopropylmalate dehydratase large subunit,1,1,1.0,1,3430,,,,762,762,762.0,USDA1021_03700,
malT_2,malT_2,HTH-type transcriptional regulator MalT,1,1,1.0,1,3418,,,,765,765,765.0,USDA1021_03510,
group_1310,,hypothetical protein,1,1,1.0,1,3414,,,,765,765,765.0,USDA1021_02609,
group_1309,,hypothetical protein,1,1,1.0,1,3406,,,,768,768,768.0,,WSM1022_04592
group_1308,,hypothetical protein,1,1,1.0,1,3405,,,,768,768,768.0,,WSM1022_01975
kpsM,kpsM,Polysialic acid transport protein KpsM,1,1,1.0,1,3404,,,,768,768,768.0,USDA1021_06703,
group_1306,,hypothetical protein,1,1,1.0,1,3400,,,,768,768,768.0,USDA1021_03983,
group_1304,,hypothetical protein,1,1,1.0,1,3396,,,,768,768,768.0,USDA1021_01417,
kpsM_1,kpsM_1,Polysialic acid transport protein KpsM,1,1,1.0,1,3390,,,,771,771,771.0,,WSM1022_06282
rfbF_2,rfbF_2,Glucose-1-phosphate cytidylyltransferase,1,1,1.0,1,3389,,,,771,771,771.0,,WSM1022_06212
crt_3,crt_3,Short-chain-enoyl-CoA hydratase,1,1,1.0,1,3388,,,,771,771,771.0,,WSM1022_03626
group_1300,,hypothetical protein,1,1,1.0,1,3384,,,,771,771,771.0,USDA1021_06118,
group_1298,,Crotonyl-CoA hydratase,1,1,1.0,1,3379,,,,771,771,771.0,USDA1021_04411,
group_1296,artM_2,Arginine transport ATP-binding protein ArtM,1,1,1.0,1,3377,,,,771,771,771.0,USDA1021_03973,
fabG2_1,fabG2_1,putative oxidoreductase,1,1,1.0,1,3376,,,,771,771,771.0,USDA1021_03750,
lvr,lvr,Levodione reductase,1,1,1.0,1,3363,,,,774,774,774.0,USDA1021_03754,
kpsM_2,kpsM_2,Polysialic acid transport protein KpsM,1,1,1.0,1,3351,,,,777,777,777.0,,WSM1022_06293
group_1288,,hypothetical protein,1,1,1.0,1,3350,,,,777,777,777.0,,WSM1022_06222
golD_3,golD_3,NAD-dependent glycerol dehydrogenase,1,1,1.0,1,3348,,,,777,777,777.0,,WSM1022_04773
fabG_13,fabG_13,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1,1,1.0,1,3347,,,,777,777,777.0,,WSM1022_04420
group_1287,,hypothetical protein,1,1,1.0,1,3346,,,,777,777,777.0,,WSM1022_01969
group_1286,,hypothetical protein,1,1,1.0,1,3345,,,,777,777,777.0,,WSM1022_01966
hisN_2,hisN_2,Histidinol-phosphatase,1,1,1.0,1,3337,,,,777,777,777.0,USDA1021_03815,
ycdF_1,ycdF_1,Glucose 1-dehydrogenase 2,1,1,1.0,1,3336,,,,777,777,777.0,USDA1021_03752,
group_1282,,hypothetical protein,1,1,1.0,1,3335,,,,777,777,777.0,USDA1021_03507,
