MtrunA17r5.0-ANR gene ID	Noble reannotated genome transcript ID
MtrunA17_Chr4g0042721	Medtr4g082315.1
MtrunA17_Chr5g0431001	MT4Noble_034612.1
MtrunA17_Chr3g0130621	Medtr3g096780.1
MtrunA17_Chr1g0206501	MT35v5_AC235009_25.1
MtrunA17_Chr4g0064601	Medtr4g115730.1
MtrunA17_Chr1g0152461	Medtr1g017990.1
MtrunA17_Chr3g0106491	Medtr3g031220.1
MtrunA17_Chr5g0421241	MT35v5_contig_51683_2.1
MtrunA17_Chr8g0363211	Medtr8g470040.1
MtrunA17_Chr1g0164371	Medtr1g037580.1
MtrunA17_Chr6g0455391	Medtr6g015865.1
MtrunA17_Chr1g0182971	Medtr1g069255.1
MtrunA17_Chr2g0326211	Medtr2g093640.1
MtrunA17_Chr2g0306201	MT35v5_Medtr8g107790.1
MtrunA17_Chr4g0062591	MT35v5_contig_70904_1.1
MtrunA17_Chr1g0192631	Medtr1g083910.1
MtrunA17_Chr8g0366151	Medtr8g066180.1
MtrunA17_Chr3g0117271	Medtr3g077430.1
MtrunA17_Chr4g0064061	Medtr4g114930.1
MtrunA17_Chr3g0109651	Medtr3g064290.1
MtrunA17_Chr3g0099081	Medtr3g052270.1
MtrunA17_Chr8g0353771	Medtr8g040610.1
MtrunA17_Chr7g0266451	Medtr7g104800.1
MtrunA17_Chr5g0410771	Medtr5g029550.1
MtrunA17_Chr4g0028891	Medtr4g058800.1
MtrunA17_Chr2g0280581	Medtr2g010960.1
MtrunA17_Chr3g0109991	Medtr3g064880.1
MtrunA17_Chr0c29g0494041	Medtr7g081300.1
MtrunA17_Chr4g0035661	Medtr4g071210.1
MtrunA17_Chr3g0102811	Medtr3g461030.2
MtrunA17_Chr1g0151611	Medtr1g016410.1
MtrunA17_Chr7g0259831	Medtr7g094880.1
MtrunA17_Chr7g0233911	Medtr7g053103.1
MtrunA17_Chr1g0159431	Medtr1g029380.1
MtrunA17_Chr2g0287141	Medtr2g021210.1
MtrunA17_Chr1g0196021	MT4Noble_005516.1
MtrunA17_Chr8g0387401	Medtr8g098845.1
MtrunA17_Chr2g0288761	Medtr2g023800.1
MtrunA17_Chr7g0256241	Medtr7g089910.1
MtrunA17_Chr3g0107411	Medtr3g078210.1
MtrunA17_Chr7g0246141	Medtr7g075570.1
MtrunA17_Chr1g0177631	Medtr0236s0050.1
MtrunA17_Chr2g0320361	Medtr2g084345.1
MtrunA17_Chr3g0085111	Medtr3g021170.1
MtrunA17_Chr7g0276061	Medtr7g117980.1
MtrunA17_Chr1g0211021	Medtr1g112610.1
MtrunA17_Chr8g0337511	Medtr8g010040.1
MtrunA17_Chr3g0078951	Medtr3g008140.1
MtrunA17_Chr3g0096731	MT35v5_Medtr2g054330.1
MtrunA17_Chr8g0347251	Medtr8g027860.1
MtrunA17_Chr4g0050321	Medtr4g094240.1
MtrunA17_Chr1g0203681	Medtr1g101310.1
MtrunA17_Chr3g0102331	Medtr3g058940.1
MtrunA17_Chr4g0058281	Medtr4g104660.1
MtrunA17_Chr3g0121231	Medtr3g083530.1
MtrunA17_Chr6g0464011	Medtr6g036500.1
MtrunA17_Chr4g0039911	Medtr4g078120.1
MtrunA17_Chr5g0447031	Medtr5g096570.1
MtrunA17_Chr5g0424001	Medtr5g058370.1
MtrunA17_Chr4g0071661	Medtr4g127210.1
MtrunA17_Chr8g0350321	Medtr8g432540.1
MtrunA17_Chr2g0278441	Medtr0153s0060.1
MtrunA17_Chr8g0343971	Medtr8g020690.1
MtrunA17_Chr8g0358041	Medtr8g052140.1
MtrunA17_Chr8g0387351	Medtr8g098820.1
MtrunA17_Chr3g0110041	Medtr3g064930.1
MtrunA17_Chr8g0350511	Medtr0002s1060.1
MtrunA17_Chr3g0133241	Medtr3g100860.1
MtrunA17_Chr3g0128111	Medtr3g093040.1
MtrunA17_Chr6g0452041	Medtr6g009030.1
MtrunA17_Chr1g0152981	Medtr1g018810.1
MtrunA17_Chr3g0077711	Medtr3g005810.1
MtrunA17_Chr1g0209771	Medtr1g110690.1
MtrunA17_Chr2g0286411	Medtr2g020190.1
MtrunA17_Chr4g0065941	Medtr4g117570.1
MtrunA17_Chr8g0379341	Medtr8g087130.1
MtrunA17_Chr3g0098401	Medtr3g050780.1
MtrunA17_Chr7g0246861	Medtr7g076390.1
MtrunA17_Chr1g0157201	Medtr1g026125.1
MtrunA17_Chr2g0282501	MT35Noble_035563.1
MtrunA17_Chr6g0467091	Medtr6g043210.1
MtrunA17_Chr8g0347301	MT4Noble_049713.1
MtrunA17_Chr1g0162171	Medtr1g033750.1
MtrunA17_Chr4g0020291	Medtr0512s0030.1
MtrunA17_Chr7g0264571	Medtr7g101920.1
MtrunA17_Chr3g0077751	Medtr3g005935.1
MtrunA17_Chr5g0398971	Medtr5g012080.1
MtrunA17_Chr4g0021571	Medtr8g073315.1
MtrunA17_Chr3g0097921	Medtr3g049390.1
MtrunA17_Chr4g0010561	Medtr4g023090.1
MtrunA17_Chr6g0465621	Medtr1723s0010.1
MtrunA17_Chr2g0292281	Medtr2g029880.1
MtrunA17_Chr6g0467711	Medtr6g045030.1
MtrunA17_Chr3g0094371	Medtr0180s0050.1
MtrunA17_Chr4g0034041	Medtr4g068420.1
MtrunA17_Chr7g0227181	Medtr7g033415.1
MtrunA17_Chr4g0071101	Medtr4g126140.1
MtrunA17_Chr6g0451881	Medtr6g008800.1
MtrunA17_Chr2g0294401	Medtr2g034150.1
MtrunA17_Chr4g0073661	Medtr4g130410.2
MtrunA17_Chr8g0374831	MT35v5_contig_74316_2.1
MtrunA17_Chr2g0313021	Medtr2g070630.1
MtrunA17_Chr3g0097531	Medtr3g452950.1
MtrunA17_Chr5g0436091	Medtr5g081250.1
MtrunA17_Chr1g0174541	MT35v5_Medtr7g028150.1
MtrunA17_Chr8g0381021	Medtr8g089320.1
MtrunA17_Chr7g0238271	Medtr7g060340.1
MtrunA17_Chr6g0473931	Medtr6g465530.1
MtrunA17_Chr1g0147301	Medtr1g008560.1
MtrunA17_Chr8g0357521	Medtr8g442580.1
MtrunA17_Chr6g0453901	Medtr6g013380.1
MtrunA17_Chr2g0278551	Medtr2g007970.1
MtrunA17_Chr8g0382521	Medtr8g090365.1
MtrunA17_Chr1g0193811	Medtr1g085680.1
MtrunA17_Chr5g0418921	Medtr5g044060.1
MtrunA17_Chr5g0437411	Medtr5g083030.1
MtrunA17_Chr6g0452161	Medtr6g009170.1
MtrunA17_Chr5g0439931	Medtr5g086650.1
MtrunA17_Chr4g0041401	Medtr4g080200.1
MtrunA17_Chr1g0166041	Medtr1g040725.1
MtrunA17_Chr6g0466281	Medtr4g051220.1
MtrunA17_Chr8g0355291	Medtr8g044260.1
MtrunA17_Chr3g0112321	Medtr3g068230.1
MtrunA17_Chr6g0448961	Medtr6g004090.1
MtrunA17_Chr4g0049721	Medtr4g093770.1
MtrunA17_Chr4g0062551	Medtr4g111915.1
MtrunA17_Chr2g0333221	Medtr2g104030.1
MtrunA17_Chr1g0194741	Medtr1g087140.1
MtrunA17_Chr3g0096311	Medtr3g047590.1
MtrunA17_Chr2g0312651	Medtr2g070020.1
MtrunA17_Chr1g0178751	Medtr1g060190.1
MtrunA17_Chr2g0330981	Medtr2g100830.1
MtrunA17_Chr6g0468921	Medtr6g048880.1
MtrunA17_Chr1g0146231	Medtr1g006650.1
MtrunA17_Chr1g0202211	Medtr1g099270.1
MtrunA17_Chr8g0363851	Medtr8g062130.1
MtrunA17_Chr3g0109531	Medtr3g064180.1
MtrunA17_Chr2g0317651	Medtr2g079300.1
MtrunA17_Chr4g0045191	Medtr4g086540.1
MtrunA17_Chr4g0045051	Medtr4g086410.1
MtrunA17_Chr5g0423071	Medtr5g055350.1
MtrunA17_MTg0490151	Medtr3g435560.1
MtrunA17_Chr2g0313901	Medtr2g072510.1
MtrunA17_Chr4g0054071	Medtr4g097080.1
MtrunA17_Chr8g0354001	Medtr8g040940.2
MtrunA17_Chr5g0394471	Medtr5g006310.1
MtrunA17_Chr2g0288071	Medtr2g022760.1
MtrunA17_Chr5g0419421	Medtr5g045160.1
MtrunA17_Chr2g0319291	Medtr2g082590.2
MtrunA17_Chr4g0017141	Medtr4g034750.1
MtrunA17_Chr3g0106941	Medtr3g466240.1
MtrunA17_Chr2g0317491	Medtr2g085210.1
MtrunA17_Chr4g0056151	Medtr4g100920.1
MtrunA17_Chr3g0131761	Medtr3g010283.1
MtrunA17_Chr4g0032501	Medtr4g065093.1
MtrunA17_Chr7g0226001	Medtr3g041540.1
MtrunA17_Chr1g0202481	Medtr1g099620.1
MtrunA17_Chr3g0134561	Medtr3g102760.1
MtrunA17_Chr7g0243381	MT4Noble_044490.1
MtrunA17_Chr2g0319821	Medtr2g083520.1
MtrunA17_Chr6g0449821	Medtr6g005410.1
MtrunA17_Chr8g0353171	Medtr8g039260.1
MtrunA17_Chr3g0138451	Medtr3g107995.1
MtrunA17_Chr4g0069231	Medtr4g123860.1
MtrunA17_Chr8g0355351	Medtr8g445860.1
MtrunA17_Chr1g0200831	Medtr1g096970.1
MtrunA17_Chr4g0051641	Medtr4g094538.1
MtrunA17_Chr7g0253281	Medtr7g085600.1
MtrunA17_Chr8g0380281	Medtr8g088200.1
MtrunA17_Chr4g0000451	Medtr4g005740.1
MtrunA17_Chr2g0325341	Medtr2g091090.1
MtrunA17_Chr2g0312831	Medtr2g070250.1
MtrunA17_Chr1g0149491	Medtr1g012710.1
MtrunA17_Chr4g0001571	Medtr4g007250.1
MtrunA17_Chr1g0151291	Medtr1g015960.1
MtrunA17_Chr4g0042261	Medtr4g081600.1
MtrunA17_Chr4g0040141	Medtr4g078290.1
MtrunA17_Chr8g0385621	Medtr8g096100.1
MtrunA17_Chr1g0203661	Medtr1g100797.1
MtrunA17_Chr3g0086731	Medtr3g025330.1
MtrunA17_Chr4g0009091	MT4Noble_022885.1
MtrunA17_Chr8g0388261	Medtr8g099535.1
MtrunA17_Chr7g0233861	Medtr7g050990.1
MtrunA17_Chr1g0200661	Medtr1g096610.1
MtrunA17_Chr4g0029661	Medtr4g060437.1
MtrunA17_Chr4g0030471	Medtr4g061860.1
MtrunA17_Chr1g0200241	Medtr1g095910.1
MtrunA17_Chr4g0045431	Medtr4g087100.1
MtrunA17_Chr7g0246081	Medtr7g075463.1
MtrunA17_Chr1g0178641	Medtr1g059990.1
MtrunA17_Chr2g0322571	Medtr4g048510.1
MtrunA17_Chr4g0019431	MT35v5_contig_98286_1.1
MtrunA17_Chr1g0211971	Medtr1g114500.1
MtrunA17_Chr2g0330101	Medtr2g099870.1
MtrunA17_Chr4g0051421	Medtr4g094492.1
MtrunA17_Chr4g0072881	Medtr4g128950.1
MtrunA17_Chr5g0398631	Medtr5g011690.1
MtrunA17_Chr1g0153441	Medtr1g019500.1
MtrunA17_Chr7g0243881	Medtr7g071110.1
MtrunA17_Chr4g0044561	Medtr4g085570.1
MtrunA17_Chr4g0055441	Medtr4g099230.1
MtrunA17_Chr1g0162621	Medtr1g034360.1
MtrunA17_Chr6g0452091	Medtr6g009090.1
MtrunA17_Chr4g0017331	Medtr4g435288.1
MtrunA17_Chr3g0078801	Medtr3g007920.1
MtrunA17_Chr5g0421661	MT4Noble_046378.1
MtrunA17_Chr5g0401001	MT35v5_Medtr5g015240.1
MtrunA17_Chr7g0227071	Medtr7g033320.1
MtrunA17_Chr1g0150021	Medtr1g014230.1
MtrunA17_Chr4g0007781	Medtr0386s0010.1
MtrunA17_Chr4g0036491	Medtr4g072530.1
MtrunA17_Chr8g0384101	Medtr8g093440.1
MtrunA17_Chr7g0227911	Medtr0103s0050.1
MtrunA17_Chr3g0086011	Medtr3g023520.1
MtrunA17_Chr3g0126071	Medtr3g090170.1
MtrunA17_Chr3g0094881	Medtr0376s0030.1
MtrunA17_Chr7g0264701	Medtr7g102170.1
MtrunA17_Chr6g0454491	Medtr6g013270.1
MtrunA17_Chr5g0411631	Medtr5g030920.1
MtrunA17_Chr1g0211461	Medtr1g113020.1
MtrunA17_Chr8g0364731	Medtr8g063600.1
MtrunA17_Chr2g0326651	Medtr2g094300.1
MtrunA17_Chr8g0385471	Medtr8g095650.1
MtrunA17_Chr5g0403631	Medtr5g019550.1
MtrunA17_Chr4g0053211	Medtr4g094882.1
MtrunA17_Chr3g0096451	Medtr3g048280.1
MtrunA17_Chr1g0153231	Medtr1g019230.1
MtrunA17_Chr3g0080201	Medtr3g010430.1
MtrunA17_Chr2g0318071	Medtr2g079980.1
MtrunA17_Chr4g0055271	Medtr4g099100.1
MtrunA17_Chr4g0019821	Medtr4g040350.1
MtrunA17_Chr8g0363171	Medtr8g469980.1
MtrunA17_Chr8g0364471	Medtr8g063070.1
MtrunA17_Chr6g0481381	Medtr6g478100.1
MtrunA17_Chr5g0446601	Medtr5g095900.1
MtrunA17_Chr7g0253461	Medtr7g085860.1
MtrunA17_Chr7g0228411	Medtr7g035415.1
MtrunA17_Chr6g0469661	Medtr6g051660.1
MtrunA17_Chr2g0278711	Medtr2g008210.1
MtrunA17_Chr6g0483251	Medtr6g081300.1
MtrunA17_Chr3g0112881	Medtr3g069830.1
MtrunA17_Chr6g0462991	Medtr6g034055.1
MtrunA17_Chr5g0397631	MT35v5_Medtr3g053820.1
MtrunA17_Chr6g0486651	Medtr6g087150.1
MtrunA17_Chr3g0125351	Medtr3g088675.1
MtrunA17_Chr1g0186761	Medtr1g074410.1
MtrunA17_Chr2g0281511	Medtr2g012700.1
MtrunA17_Chr4g0008611	Medtr4g019520.1
MtrunA17_Chr8g0366291	Medtr8g066330.1
MtrunA17_Chr3g0131651	Medtr3g098650.1
MtrunA17_Chr7g0249261	Medtr7g079900.1
MtrunA17_Chr3g0136051	Medtr3g104820.1
MtrunA17_Chr6g0465591	Medtr7g102806.1
MtrunA17_Chr4g0049841	Medtr4g093590.1
MtrunA17_Chr4g0051501	Medtr4g094512.1
MtrunA17_Chr0c05g0492131	Medtr0021s0360.1
MtrunA17_Chr3g0132681	Medtr3g099940.1
MtrunA17_Chr7g0271121	MT35v5_Medtr7g111130.1
MtrunA17_Chr1g0202921	Medtr1g100355.1
MtrunA17_Chr3g0077491	Medtr3g005520.1
MtrunA17_Chr5g0407121	Medtr5g024270.1
MtrunA17_Chr1g0156651	Medtr1g025310.1
MtrunA17_Chr6g0479351	Medtr6g071535.1
MtrunA17_Chr4g0040781	Medtr4g079350.1
MtrunA17_Chr4g0057471	Medtr4g103430.1
MtrunA17_Chr1g0201101	Medtr1g097390.1
MtrunA17_Chr7g0216701	Medtr7g009510.1
MtrunA17_Chr7g0225711	Medtr2g097670.1
MtrunA17_Chr4g0030311	Medtr4g061570.1
MtrunA17_Chr8g0389181	Medtr8g101560.1
MtrunA17_Chr2g0283221	Medtr2g015270.1
MtrunA17_Chr7g0260921	MT35v5_contig_52906_3.1
MtrunA17_Chr8g0353381	Medtr8g039910.1
MtrunA17_Chr4g0000991	Medtr4g006320.1
MtrunA17_Chr7g0225771	Medtr7g029520.1
MtrunA17_Chr5g0426041	Medtr5g063740.1
MtrunA17_Chr1g0171711	Medtr1g050340.2
MtrunA17_Chr4g0010591	Medtr4g023130.1
MtrunA17_Chr8g0356991	MT35v5_contig_58077_1.1
MtrunA17_Chr8g0358831	Medtr8g461120.1
MtrunA17_Chr5g0408851	Medtr5g026210.1
MtrunA17_Chr5g0432981	Medtr5g075880.1
MtrunA17_Chr5g0417581	Medtr5g041430.1
MtrunA17_Chr2g0302781	Medtr2g046520.1
MtrunA17_Chr2g0312201	Medtr2g069690.1
MtrunA17_Chr7g0270731	Medtr7g110590.1
MtrunA17_Chr3g0130261	Medtr3g096340.1
MtrunA17_Chr8g0382221	Medtr8g090215.1
MtrunA17_Chr4g0034011	Medtr4g068380.1
MtrunA17_Chr3g0125311	Medtr3g088655.1
MtrunA17_Chr3g0090851	Medtr3g035660.1
MtrunA17_Chr1g0177791	Medtr1g057830.1
MtrunA17_Chr3g0080901	Medtr3g011730.1
MtrunA17_Chr5g0439081	Medtr5g085360.1
MtrunA17_Chr4g0072491	Medtr4g128260.1
MtrunA17_Chr1g0203191	MT4Noble_006337.1
MtrunA17_Chr2g0303631	Medtr2g048620.1
MtrunA17_Chr6g0485481	Medtr6g086745.1
MtrunA17_Chr4g0000551	Medtr4g005960.1
MtrunA17_Chr1g0206521	Medtr1g105800.1
MtrunA17_Chr4g0049501	Medtr4g092920.1
MtrunA17_Chr7g0219471	Medtr7g015060.5
MtrunA17_Chr7g0249211	Medtr7g079830.1
MtrunA17_Chr5g0405571	Medtr5g022300.1
MtrunA17_Chr8g0386361	Medtr8g096920.1
MtrunA17_Chr8g0374051	Medtr8g078970.1
MtrunA17_Chr3g0080471	Medtr3g010970.1
MtrunA17_Chr4g0002771	Medtr4g009260.1
MtrunA17_Chr8g0361751	Medtr8g467540.1
MtrunA17_Chr1g0165061	Medtr1g039030.1
MtrunA17_Chr3g0141931	Medtr3g112290.1
MtrunA17_Chr2g0330551	Medtr2g100400.1
MtrunA17_Chr7g0259031	Medtr7g093735.1
MtrunA17_Chr1g0168631	Medtr1g045550.1
MtrunA17_Chr5g0432021	Medtr5g073860.1
MtrunA17_Chr1g0177031	Medtr1g056290.1
MtrunA17_Chr4g0049151	Medtr4g092515.1
MtrunA17_Chr5g0428841	Medtr5g068760.1
MtrunA17_Chr7g0253451	Medtr7g085850.1
MtrunA17_Chr5g0439311	Medtr5g085730.1
MtrunA17_Chr4g0069661	Medtr4g123577.1
MtrunA17_Chr3g0145231	Medtr3g117490.1
MtrunA17_Chr3g0098971	Medtr3g051950.1
MtrunA17_Chr1g0176141	Medtr1g054690.1
MtrunA17_Chr6g0476181	Medtr6g061070.1
MtrunA17_Chr5g0446951	Medtr5g096460.1
MtrunA17_Chr4g0075381	Medtr4g132730.1
MtrunA17_Chr8g0377101	Medtr8g080230.1
MtrunA17_Chr4g0039261	Medtr4g076970.1
MtrunA17_Chr5g0432221	Medtr5g074550.1
MtrunA17_Chr1g0146851	Medtr1g007830.1
MtrunA17_Chr4g0077081	Medtr4g134870.1
MtrunA17_Chr5g0410941	Medtr5g029800.1
MtrunA17_Chr1g0203261	Medtr1g100587.1
MtrunA17_Chr4g0050081	Medtr4g093800.1
MtrunA17_Chr6g0485371	Medtr6g086445.1
MtrunA17_Chr4g0064211	Medtr4g115150.1
MtrunA17_Chr6g0452611	Medtr6g011050.1
MtrunA17_Chr4g0047171	Medtr4g088735.1
MtrunA17_Chr7g0255281	Medtr7g088530.1
MtrunA17_Chr7g0241031	Medtr7g066040.1
MtrunA17_Chr1g0178861	Medtr1g060400.1
MtrunA17_Chr4g0053051	Medtr4g094825.1
MtrunA17_Chr2g0287121	Medtr2g021190.1
MtrunA17_Chr7g0229741	Medtr1142s0010.1
MtrunA17_Chr2g0319281	Medtr2g082580.1
MtrunA17_Chr2g0331431	Medtr2g101520.1
MtrunA17_Chr1g0156081	Medtr1g023720.1
MtrunA17_Chr8g0372421	Medtr5g021190.1
MtrunA17_Chr2g0327421	Medtr2g095830.1
MtrunA17_Chr8g0347321	Medtr8g027900.1
MtrunA17_Chr4g0050391	Medtr4g094212.1
MtrunA17_Chr1g0195321	Medtr1g088020.1
MtrunA17_Chr2g0295041	Medtr2g035120.1
MtrunA17_Chr8g0374461	Medtr8g079280.1
MtrunA17_Chr1g0178661	Medtr1g060010.1
MtrunA17_Chr4g0066781	Medtr4g119010.1
MtrunA17_Chr5g0448411	Medtr5g098780.1
MtrunA17_Chr6g0463181	Medtr6g034310.1
MtrunA17_Chr4g0032461	Medtr4g065060.1
MtrunA17_Chr1g0150581	Medtr1g014720.1
MtrunA17_Chr4g0074201	Medtr4g131190.1
MtrunA17_Chr2g0287361	Medtr2g021580.1
MtrunA17_Chr4g0055151	Medtr4g099020.1
MtrunA17_Chr5g0443381	Medtr5g091720.2
MtrunA17_Chr2g0299671	Medtr2g039940.1
MtrunA17_Chr1g0157871	Medtr1g027040.1
MtrunA17_Chr1g0167651	Medtr1g043040.1
MtrunA17_Chr1g0149081	Medtr1g012010.1
MtrunA17_Chr3g0122541	Medtr3g085400.1
MtrunA17_Chr8g0348851	Medtr8g030730.1
MtrunA17_Chr7g0262321	Medtr7g098890.1
MtrunA17_Chr4g0074031	Medtr4g130920.1
MtrunA17_Chr4g0060841	Medtr4g108720.1
MtrunA17_Chr1g0190821	Medtr1g080990.2
MtrunA17_Chr7g0216001	Medtr7g008100.1
MtrunA17_Chr1g0175291	Medtr3g463110.1
MtrunA17_Chr5g0397831	Medtr5g010640.1
MtrunA17_Chr7g0272241	Medtr7g112700.1
MtrunA17_Chr4g0073061	Medtr4g129310.1
MtrunA17_Chr1g0173121	Medtr4g008630.1
MtrunA17_Chr6g0479061	Medtr6g071420.1
MtrunA17_Chr2g0302931	Medtr2g046710.1
MtrunA17_Chr2g0278211	Medtr2g007590.1
MtrunA17_Chr8g0386221	Medtr8g096670.1
MtrunA17_Chr4g0026891	Medtr4g054820.1
MtrunA17_Chr3g0131441	Medtr3g098430.2
MtrunA17_Chr7g0259811	MT35v5_contig_57297_1.1
MtrunA17_Chr8g0383221	Medtr8g091980.1
MtrunA17_Chr5g0395551	Medtr5g007723.1
MtrunA17_Chr4g0009451	Medtr4g021260.1
MtrunA17_Chr1g0168361	Medtr1g044670.2
MtrunA17_Chr8g0366261	Medtr8g066290.1
MtrunA17_Chr5g0445391	Medtr5g094520.1
MtrunA17_Chr3g0117021	Medtr3g077017.1
MtrunA17_Chr1g0202951	Medtr1g100800.1
MtrunA17_Chr6g0453001	Medtr6g011570.1
MtrunA17_Chr6g0448951	Medtr6g004090.1
MtrunA17_Chr2g0307261	MT35v5_AC146550_1003.1
MtrunA17_Chr3g0107481	Medtr3g467100.1
MtrunA17_Chr4g0061581	Medtr4g109680.1
MtrunA17_Chr4g0049561	Medtr4g093050.1
MtrunA17_Chr4g0037581	Medtr4g074120.1
MtrunA17_Chr6g0473731	Medtr0450s0040.1
MtrunA17_Chr6g0462321	Medtr7g102510.1
MtrunA17_Chr3g0145361	Medtr3g117600.1
MtrunA17_Chr7g0244571	Medtr7g072630.1
MtrunA17_Chr6g0485621	Medtr6g086870.1
MtrunA17_Chr8g0362611	Medtr8g469140.1
MtrunA17_Chr8g0347291	Medtr8g027890.1
MtrunA17_Chr4g0055331	Medtr4g099150.1
MtrunA17_Chr4g0019591	MT35v5_Medtr4g039700.1
MtrunA17_Chr1g0150401	Medtr1g013580.1
MtrunA17_Chr2g0309921	Medtr7g113210.1
MtrunA17_Chr2g0304191	Medtr2g451350.1
MtrunA17_Chr8g0352391	Medtr8g037720.1
MtrunA17_Chr8g0343071	Medtr8g018780.1
MtrunA17_Chr6g0480361	Medtr6g074780.1
MtrunA17_Chr1g0185501	Medtr1g072140.1
MtrunA17_Chr4g0010331	Medtr4g022720.1
MtrunA17_Chr4g0043651	Medtr4g084040.1
MtrunA17_Chr1g0190891	Medtr1g081240.1
MtrunA17_Chr2g0304851	Medtr2g450060.1
MtrunA17_Chr5g0438681	Medtr5g084850.1
MtrunA17_Chr7g0256341	Medtr7g090050.3
MtrunA17_Chr3g0078701	Medtr3g005330.1
MtrunA17_Chr4g0022601	Medtr4g045993.1
MtrunA17_Chr4g0043071	Medtr4g082980.1
MtrunA17_Chr5g0446341	Medtr5g095540.1
MtrunA17_Chr8g0351621	Medtr8g036040.1
MtrunA17_Chr4g0047671	Medtr7g078750.1
MtrunA17_Chr6g0477921	MT35v5_Medtr7g088460.1
MtrunA17_Chr2g0311091	Medtr2g066980.1
MtrunA17_Chr6g0470571	Medtr6g053740.1
MtrunA17_Chr2g0312411	Medtr2g069880.1
MtrunA17_Chr3g0083701	Medtr1g054775.1
MtrunA17_Chr2g0302171	Medtr2g045100.1
MtrunA17_Chr2g0282811	Medtr2g014550.1
MtrunA17_Chr3g0121941	Medtr3g084470.1
MtrunA17_Chr8g0351841	Medtr8g036205.1
MtrunA17_Chr8g0359931	Medtr8g059150.1
MtrunA17_Chr3g0125451	Medtr3g088760.1
MtrunA17_Chr2g0293491	Medtr2g032060.1
MtrunA17_Chr7g0245401	Medtr7g074290.1
MtrunA17_Chr1g0161071	Medtr1g032200.1
MtrunA17_Chr6g0465471	Medtr6g039490.1
MtrunA17_Chr7g0249731	Medtr7g080630.1
MtrunA17_Chr2g0300511	Medtr2g041430.1
MtrunA17_Chr3g0090051	Medtr3g033520.2
MtrunA17_Chr2g0292751	Medtr2g030630.1
MtrunA17_Chr3g0139921	MT35v5_AC225517_28.1
MtrunA17_Chr5g0439061	Medtr5g085350.2
MtrunA17_Chr2g0282311	Medtr2g013880.1
MtrunA17_Chr1g0183501	Medtr1g069650.1
MtrunA17_Chr2g0287711	Medtr2g022190.1
MtrunA17_Chr3g0086071	Medtr3g024460.1
MtrunA17_Chr4g0053661	Medtr4g095062.1
MtrunA17_Chr2g0278861	Medtr2g008380.1
MtrunA17_Chr8g0343481	Medtr8g019560.1
MtrunA17_Chr1g0190811	MT4Noble_003093.1
MtrunA17_Chr4g0016191	Medtr4g006090.1
MtrunA17_Chr4g0015791	Medtr8g045210.1
MtrunA17_Chr8g0368001	Medtr8g069470.1
MtrunA17_Chr4g0025651	Medtr4g051642.1
MtrunA17_Chr4g0066711	Medtr4g118800.1
MtrunA17_Chr1g0170591	Medtr1g048750.1
MtrunA17_Chr2g0297041	Medtr2g035830.1
MtrunA17_Chr3g0121451	Medtr3g083840.1
MtrunA17_Chr1g0188051	Medtr1g076430.1
MtrunA17_Chr4g0074341	Medtr4g131390.1
MtrunA17_Chr3g0124041	Medtr3g087260.1
MtrunA17_Chr2g0324221	Medtr2g090270.1
MtrunA17_Chr8g0336451	Medtr8g008680.5
MtrunA17_Chr8g0359961	Medtr8g059115.1
MtrunA17_Chr6g0457661	Medtr6g018620.1
MtrunA17_Chr5g0397281	Medtr5g010050.1
MtrunA17_Chr8g0356761	Medtr0275s0010.1
MtrunA17_Chr7g0251411	Medtr7g082940.1
MtrunA17_Chr7g0252721	Medtr7g084890.1
MtrunA17_Chr7g0228461	MT35v5_contig_165947_1.1
MtrunA17_Chr2g0312891	Medtr2g070380.1
MtrunA17_Chr8g0391541	Medtr8g105030.1
MtrunA17_Chr1g0210931	Medtr1g112460.1
MtrunA17_Chr7g0243681	Medtr7g070660.1
MtrunA17_Chr4g0004521	Medtr4g012740.1
MtrunA17_Chr6g0479911	MT35v5_contig_54430_1.1
MtrunA17_Chr3g0130951	Medtr3g097180.1
MtrunA17_Chr4g0007731	Medtr0386s0010.1
MtrunA17_Chr6g0451961	Medtr6g008890.1
MtrunA17_Chr3g0120991	Medtr3g083100.1
MtrunA17_Chr6g0475971	Medtr6g061910.1
MtrunA17_Chr6g0484351	Medtr8g015980.1
MtrunA17_Chr8g0370181	Medtr8g073130.1
MtrunA17_Chr8g0375941	MT35v5_AC146550_1006.1
MtrunA17_Chr4g0027171	Medtr4g055420.1
MtrunA17_Chr1g0212361	Medtr1g115230.1
MtrunA17_Chr3g0143781	MT35v5_contig_80723_33.1
MtrunA17_Chr7g0234591	Medtr7g053100.1
MtrunA17_Chr2g0318141	Medtr2g080040.1
MtrunA17_Chr7g0228221	Medtr7g035025.1
MtrunA17_Chr4g0054901	Medtr4g098820.1
MtrunA17_Chr2g0283901	Medtr2g016180.1
MtrunA17_Chr8g0386741	Medtr8g098390.1
MtrunA17_Chr1g0198031	Medtr1g092540.1
MtrunA17_Chr5g0434271	Medtr5g077610.1
MtrunA17_Chr1g0182731	Medtr1g069110.1
MtrunA17_Chr4g0050471	Medtr4g094245.1
MtrunA17_Chr7g0224981	MT4Noble_042539.1
MtrunA17_Chr6g0470281	Medtr7g007420.1
MtrunA17_Chr1g0190121	Medtr1g079950.1
MtrunA17_Chr6g0467981	MT4Noble_010711.1
